vehicle_class,entrance_site,exit_site,price
H6,19,42,66.36
H6,19,43,70.03
H6,19,45,73.08
H6,19,46,76.3
H6,19,47,80.84
H6,19,50,92.6
H6,19,16H,13
H6,19,21B,9.33
H6,19,25A,15.9
H6,19,34A,52.13
H6,19,48A,87.36
H6,19,B1,16.83
H6,19,B2,19.23
H6,19,B3,21.81
H6,20,15,19.93
H6,20,17,11.58
H6,20,18,7.11
H6,20,19,2.78
H6,20,21,3.56
H6,20,22,9.48
H6,20,23,11.45
H6,20,24,13.12
H6,20,25,14.8
H6,20,26,17.16
H6,20,27,20.36
H6,20,28,22.78
H6,20,31,37.04
H6,20,33,42.63
H6,20,40,57.13
H6,20,41,61.69
H6,20,43,67.25
H6,20,46,73.52
H6,20,50,89.82
H6,20,16H,15.78
H6,20,21B,6.55
H6,20,25A,13.12
H6,20,29A,30.78
H6,20,34A,49.35
H6,20,B1,14.05
H6,20,B3,19.03
H6,21,15,23.49
H6,21,17,15.14
H6,21,18,10.66
H6,21,19,6.34
H6,21,20,3.56
H6,21,22,5.92
H6,21,23,7.89
H6,21,24,9.56
H6,21,25,11.24
H6,21,26,13.6
H6,21,27,16.8
H6,21,28,19.22
H6,21,29,22.57
H6,21,30,29.78
H6,21,31,33.48
H6,21,32,36.44
H6,21,36,47.58
H6,21,39,49.44
H6,21,40,53.57
H6,21,41,58.13
H6,21,42,60.02
H6,21,46,69.96
H6,21,47,74.5
H6,21,48,77.76
H6,21,16H,19.34
H6,21,21B,3
H6,21,25A,9.56
H6,21,29A,27.22
H6,21,34A,45.79
H6,21,48A,81.02
H6,21,B1,10.49
H6,21,B2,12.89
H6,21,B3,15.47
H6,22,15,29.41
H6,22,17,21.06
H6,22,18,16.59
H6,22,19,12.26
H6,22,20,9.48
H6,22,21,5.92
H6,22,23,1.97
H6,22,24,3.64
H6,22,25,5.32
H6,22,26,7.68
H6,22,27,10.88
H6,22,28,13.3
H6,22,29,16.65
H6,22,30,23.86
H6,22,31,27.56
H6,22,32,30.52
H6,22,37,41.9
H6,22,39,43.52
H6,22,40,47.65
H6,22,41,52.21
H6,22,42,54.1
H6,22,45,60.82
H6,22,47,68.58
H6,22,48,71.84
H6,22,50,80.34
H6,22,16H,25.26
H6,22,21B,2.93
H6,22,25A,3.64
H6,22,29A,21.3
H6,22,34A,39.87
H6,22,48A,75.1
H6,22,B1,5.32
H6,22,B2,7.71
H6,22,B3,10.3
H6,23,15,31.38
H6,23,17,23.03
H6,23,18,18.55
H6,23,19,14.23
H6,23,20,11.45
H6,23,21,7.89
H6,23,22,1.97
H6,23,24,1.67
H6,23,25,3.35
H6,23,26,5.71
H6,23,27,8.91
H6,23,28,11.33
H6,23,29,14.68
H6,23,30,21.89
H6,23,31,25.59
H6,23,32,28.55
H6,23,33,31.18
H6,23,34,33.66
H6,23,35,38.56
H6,23,36,39.69
H6,23,39,41.55
H6,23,40,45.68
H6,23,41,50.24
H6,23,42,52.13
H6,23,43,55.8
H6,23,44,57.76
H6,23,45,58.85
H6,23,46,62.07
H6,23,47,66.61
H6,23,48,69.87
H6,23,49,77.51
H6,23,50,78.37
H6,23,16H,27.23
H6,23,21B,4.9
H6,23,25A,1.67
H6,23,29A,19.33
H6,23,34A,37.9
H6,23,48A,73.13
H6,23,B1,7.28
H6,23,B3,12.27
H6,24,15,33.05
H6,24,17,24.7
H6,24,18,20.22
H6,24,19,15.9
H6,24,20,13.12
H6,24,21,9.56
H6,24,22,3.64
H6,24,23,1.67
H6,24,25,1.68
H6,24,26,4.04
H6,24,27,7.24
H6,24,28,9.66
H6,24,29,13.01
H6,24,30,20.22
H6,24,31,23.92
H6,24,32,26.88
H6,24,33,29.51
H6,24,34,31.99
H6,24,35,36.89
H6,24,36,38.02
H6,24,37,38.26
H6,24,38,38.87
H6,24,39,39.88
H6,24,40,44.01
H6,24,41,48.57
H6,24,42,50.46
H6,24,43,54.13
H6,24,44,56.09
H6,24,45,57.18
H6,24,46,60.4
H6,24,47,64.94
H6,24,48,68.2
H6,24,49,75.84
H6,24,50,76.7
H6,24,16H,28.9
H6,24,21B,6.57
H6,24,25A,0
H6,24,29A,17.66
H6,24,34A,36.23
H6,24,48A,71.46
H6,24,B1,8.95
H6,24,B2,11.35
H6,24,B3,13.94
H6,25,15,34.73
H6,25,17,26.38
H6,25,18,21.9
H6,25,19,17.58
H6,25,20,14.8
H6,25,21,11.24
H6,25,22,5.32
H6,25,23,3.35
H6,25,24,1.68
H6,25,26,2.36
H6,25,27,5.56
H6,25,28,7.98
H6,25,29,11.33
H6,25,31,22.24
H6,25,32,25.2
H6,25,34,30.31
H6,25,36,36.34
H6,25,39,38.2
H6,25,40,42.33
H6,25,41,46.89
H6,25,45,55.5
H6,25,47,63.26
H6,25,48,66.52
H6,25,50,75.02
H6,25,21B,8.25
H6,25,25A,0
H6,25,29A,15.98
H6,25,34A,34.55
H6,25,48A,69.78
H6,25,B1,10.63
H6,25,B3,15.62
H6,26,15,37.09
H6,26,17,28.74
H6,26,18,24.26
H6,26,19,19.94
H6,26,21,13.6
H6,26,22,7.68
H6,26,23,5.71
H6,26,24,4.04
H6,26,25,2.36
H6,26,27,3.2
H6,26,28,5.62
H6,26,29,8.97
H6,26,30,16.18
H6,26,31,19.88
H6,26,32,22.84
H6,26,33,25.47
H6,26,34,27.95
H6,26,35,32.85
H6,26,36,33.98
H6,26,38,34.83
H6,26,39,35.84
H6,26,40,39.97
H6,26,41,44.53
H6,26,42,46.42
H6,26,43,50.09
H6,26,45,53.14
H6,26,46,56.36
H6,26,47,60.9
H6,26,48,64.16
H6,26,50,72.66
H6,26,21B,10.61
H6,26,25A,0
H6,26,29A,13.62
H6,26,34A,32.19
H6,26,48A,67.42
H6,26,B2,15.39
H6,26,B3,17.98
H6,27,15,40.29
H6,27,17,31.94
H6,27,18,27.46
H6,27,19,23.14
H6,27,20,20.36
H6,27,21,16.8
H6,27,22,10.88
H6,27,23,8.91
H6,27,24,7.24
H6,27,25,5.56
H6,27,26,3.2
H6,27,28,2.42
H6,27,29,5.77
H6,27,30,12.98
H6,27,31,16.68
H6,27,32,19.64
H6,27,33,22.27
H6,27,35,29.65
H6,27,36,30.78
H6,27,37,31.02
H6,27,38,31.63
H6,27,39,32.64
H6,27,40,36.77
H6,27,41,41.33
H6,27,42,43.22
H6,27,43,46.89
H6,27,44,48.85
H6,27,45,49.94
H6,27,46,53.16
H6,27,47,57.7
H6,27,48,60.96
H6,27,50,69.46
H6,27,16H,36.14
H6,27,21B,13.81
H6,27,25A,3.2
H6,27,29A,10.42
H6,27,34A,28.99
H6,27,48A,64.22
H6,27,B3,21.18
H6,28,15,42.71
H6,28,17,34.36
H6,28,18,29.88
H6,28,19,25.56
H6,28,20,22.78
H6,28,21,19.22
H6,28,22,13.3
H6,28,23,11.33
H6,28,24,9.66
H6,28,25,7.98
H6,28,26,5.62
H6,28,27,2.42
H6,28,29,3.36
H6,28,30,10.56
H6,28,31,14.27
H6,28,32,17.23
H6,28,33,19.86
H6,28,34,22.33
H6,28,35,27.24
H6,28,36,28.37
H6,28,37,28.61
H6,28,38,29.22
H6,28,39,30.23
H6,28,40,34.36
H6,28,41,38.92
H6,28,42,40.81
H6,28,43,44.48
H6,28,44,46.44
H6,28,45,47.53
H6,28,46,50.75
H6,28,47,55.29
H6,28,48,58.55
H6,28,49,66.19
H6,28,50,67.05
H6,28,16H,38.56
H6,28,21B,16.23
H6,28,25A,5.62
H6,28,29A,8.01
H6,28,34A,26.58
H6,28,48A,61.81
H6,28,B3,23.6
H6,29,17,37.71
H6,29,20,26.13
H6,29,21,22.57
H6,29,23,14.68
H6,29,24,13.01
H6,29,25,11.33
H6,29,26,8.97
H6,29,27,5.77
H6,29,28,3.36
H6,29,30,7.21
H6,29,31,10.91
H6,29,32,13.87
H6,29,33,16.5
H6,29,34,18.97
H6,29,35,23.88
H6,29,36,25.01
H6,29,39,26.87
H6,29,40,31
H6,29,41,35.56
H6,29,42,37.45
H6,29,43,41.12
H6,29,46,47.39
H6,29,48,55.19
H6,29,49,62.83
H6,29,50,63.69
H6,29,16H,41.91
H6,29,21B,19.58
H6,29,25A,8.97
H6,29,29A,4.65
H6,29,34A,23.22
H6,29,48A,58.45
H6,29,B3,26.95
H6,30,15,53.27
H6,30,19,36.12
H6,30,21,29.78
H6,30,22,23.86
H6,30,23,21.89
H6,30,24,20.22
H6,30,25,18.54
H6,30,26,16.18
H6,30,27,12.98
H6,30,28,10.56
H6,30,29,7.21
H6,30,31,3.7
H6,30,32,6.66
H6,30,33,9.29
H6,30,34,11.77
H6,30,35,16.67
H6,30,36,17.8
H6,30,37,18.04
H6,30,39,19.66
H6,30,40,23.79
H6,30,41,28.35
H6,30,42,30.24
H6,30,43,33.91
H6,30,44,35.87
H6,30,46,40.18
H6,30,47,44.72
H6,30,48,47.98
H6,30,49,55.62
H6,30,50,56.48
H6,30,25A,16.18
H6,30,29A,2.56
H6,30,34A,16.01
H6,30,48A,51.24
H6,30,B1,29.17
H6,30,B3,34.16
H6,31,15,56.97
H6,31,17,48.62
H6,31,18,44.14
H6,31,19,39.82
H6,31,20,37.04
H6,31,21,33.48
H6,31,22,27.56
H6,31,23,25.59
H6,31,24,23.92
H6,31,25,22.24
H6,31,26,19.88
H6,31,27,16.68
H6,31,28,14.27
H6,31,29,10.91
H6,31,30,3.7
H6,31,32,2.96
H6,31,33,5.59
H6,31,34,8.06
H6,31,35,12.97
H6,31,36,14.1
H6,31,37,14.34
H6,31,38,14.95
H6,31,39,15.96
H6,31,40,20.09
H6,31,41,24.65
H6,31,42,26.54
H6,31,43,30.21
H6,31,44,32.17
H6,31,45,33.26
H6,31,46,36.48
H6,31,47,41.02
H6,31,48,44.28
H6,31,49,51.92
H6,31,50,52.78
H6,31,16H,52.82
H6,31,21B,30.49
H6,31,25A,19.88
H6,31,29A,6.26
H6,31,34A,12.31
H6,31,48A,47.54
H6,31,B1,32.87
H6,31,B3,37.86
H6,32,15,59.93
H6,32,17,51.58
H6,32,19,42.78
H6,32,20,40
H6,32,22,30.52
H6,32,23,28.55
H6,32,24,26.88
H6,32,26,22.84
H6,32,27,19.64
H6,32,28,17.23
H6,32,29,13.87
H6,32,30,6.66
H6,32,31,2.96
H6,32,33,2.63
H6,32,34,5.1
H6,32,35,10.01
H6,32,36,11.14
H6,32,37,11.38
H6,32,39,13
H6,32,40,17.13
H6,32,41,21.69
H6,32,42,23.58
H6,32,44,29.21
H6,32,45,30.3
H6,32,46,33.52
H6,32,48,41.32
H6,32,49,48.96
H6,32,50,49.82
H6,32,25A,22.84
H6,32,29A,9.22
H6,32,34A,9.35
H6,32,48A,44.58
H6,32,B3,40.82
H6,33,15,62.56
H6,33,19,45.41
H6,33,23,31.18
H6,33,24,29.51
H6,33,26,25.47
H6,33,27,22.27
H6,33,28,19.86
H6,33,29,16.5
H6,33,30,9.29
H6,33,31,5.59
H6,33,32,2.63
H6,33,34,2.47
H6,33,35,7.38
H6,33,36,8.51
H6,33,37,8.75
H6,33,39,10.37
H6,33,40,14.5
H6,33,41,19.06
H6,33,42,20.95
H6,33,43,24.62
H6,33,44,26.58
H6,33,45,27.67
H6,33,46,30.89
H6,33,47,35.43
H6,33,48,38.69
H6,33,49,46.33
H6,33,50,47.19
H6,33,25A,25.47
H6,33,29A,11.85
H6,33,34A,6.72
H6,33,48A,41.95
H6,33,B3,43.45
H6,34,15,65.04
H6,34,17,56.69
H6,34,18,52.21
H6,34,19,47.89
H6,34,21,41.55
H6,34,22,35.63
H6,34,23,33.66
H6,34,24,31.99
H6,34,26,27.95
H6,34,27,24.75
H6,34,28,22.33
H6,34,29,18.97
H6,34,30,11.77
H6,34,31,8.06
H6,34,32,5.1
H6,34,33,2.47
H6,34,35,4.91
H6,34,36,6.04
H6,34,37,6.28
H6,34,38,6.89
H6,34,39,7.9
H6,34,40,12.03
H6,34,41,16.59
H6,34,42,18.48
H6,34,43,22.15
H6,34,44,24.11
H6,34,45,25.2
H6,34,46,28.42
H6,34,47,32.96
H6,34,48,36.22
H6,34,49,43.86
H6,34,50,44.72
H6,34,25A,27.95
H6,34,29A,14.32
H6,34,34A,4.25
H6,34,48A,39.48
H6,34,B3,45.93
H6,35,15,69.94
H6,35,17,61.59
H6,35,19,52.79
H6,35,21,46.45
H6,35,22,40.53
H6,35,23,38.56
H6,35,24,36.89
H6,35,26,32.85
H6,35,27,29.65
H6,35,28,27.24
H6,35,29,23.88
H6,35,30,16.67
H6,35,31,12.97
H6,35,32,10.01
H6,35,33,7.38
H6,35,34,4.91
H6,35,36,1.13
H6,35,37,1.37
H6,35,38,1.98
H6,35,39,2.99
H6,35,40,7.12
H6,35,41,11.68
H6,35,42,13.57
H6,35,43,17.24
H6,35,44,19.2
H6,35,45,20.29
H6,35,46,23.51
H6,35,47,28.05
H6,35,48,31.31
H6,35,49,38.95
H6,35,50,39.81
H6,35,21B,43.46
H6,35,25A,32.85
H6,35,29A,19.23
H6,35,34A,0.66
H6,35,48A,34.57
H6,35,B3,50.83
H6,36,15,71.07
H6,36,17,62.72
H6,36,18,58.24
H6,36,19,53.92
H6,36,21,47.58
H6,36,22,41.66
H6,36,23,39.69
H6,36,24,38.02
H6,36,26,33.98
H6,36,27,30.78
H6,36,28,28.37
H6,36,29,25.01
H6,36,30,17.8
H6,36,31,14.1
H6,36,32,11.14
H6,36,33,8.51
H6,36,34,6.04
H6,36,35,1.13
H6,36,37,0.24
H6,36,38,0.85
H6,36,39,1.86
H6,36,40,5.99
H6,36,41,10.55
H6,36,42,12.44
H6,36,43,16.11
H6,36,44,18.07
H6,36,45,19.16
H6,36,46,22.38
H6,36,47,26.92
H6,36,48,30.18
H6,36,49,37.82
H6,36,50,38.68
H6,36,21B,44.59
H6,36,25A,33.98
H6,36,29A,20.36
H6,36,34A,1.79
H6,36,48A,33.44
H6,36,B3,51.96
H6,37,15,71.31
H6,37,18,58.48
H6,37,19,54.16
H6,37,24,38.26
H6,37,26,34.22
H6,37,28,28.61
H6,37,31,14.34
H6,37,32,11.38
H6,37,33,8.75
H6,37,34,6.28
H6,37,35,1.37
H6,37,36,0.24
H6,37,38,0.61
H6,37,39,1.62
H6,37,40,5.75
H6,37,41,10.31
H6,37,42,12.2
H6,37,43,15.87
H6,37,44,17.83
H6,37,45,18.92
H6,37,46,22.14
H6,37,47,26.68
H6,37,48,29.94
H6,37,49,37.58
H6,37,50,38.44
H6,37,25A,34.22
H6,37,34A,2.03
H6,37,48A,33.2
H6,37,B3,52.2
H6,38,18,59.09
H6,38,24,38.87
H6,38,27,31.63
H6,38,28,29.22
H6,38,31,14.95
H6,38,32,11.99
H6,38,33,9.36
H6,38,34,6.89
H6,38,35,1.98
H6,38,36,0.85
H6,38,37,0.61
H6,38,39,1.01
H6,38,40,5.14
H6,38,41,9.7
H6,38,42,11.59
H6,38,43,15.26
H6,38,44,17.22
H6,38,45,18.31
H6,38,46,21.53
H6,38,47,26.07
H6,38,48,29.33
H6,38,49,36.97
H6,38,50,37.83
H6,38,34A,2.64
H6,38,48A,32.59
H6,38,B3,52.81
H6,39,15,72.93
H6,39,17,64.58
H6,39,18,60.1
H6,39,19,55.78
H6,39,21,49.44
H6,39,23,41.55
H6,39,24,39.88
H6,39,25,38.2
H6,39,26,35.84
H6,39,27,32.64
H6,39,28,30.23
H6,39,29,26.87
H6,39,30,19.66
H6,39,31,15.96
H6,39,32,13
H6,39,33,10.37
H6,39,34,7.9
H6,39,35,2.99
H6,39,36,1.86
H6,39,37,1.62
H6,39,38,1.01
H6,39,40,4.13
H6,39,41,8.69
H6,39,42,10.58
H6,39,43,14.25
H6,39,44,16.21
H6,39,45,17.3
H6,39,46,20.52
H6,39,47,25.06
H6,39,48,28.32
H6,39,49,35.96
H6,39,50,36.82
H6,39,21B,46.45
H6,39,25A,35.84
H6,39,29A,22.22
H6,39,34A,3.65
H6,39,48A,31.58
H6,39,B1,48.83
H6,39,B3,53.82
H6,40,15,77.06
H6,40,17,68.71
H6,40,19,59.91
H6,40,20,57.13
H6,40,22,47.65
H6,40,23,45.68
H6,40,24,44.01
H6,40,25,42.33
H6,40,26,39.97
H6,40,27,36.77
H6,40,28,34.36
H6,40,29,31
H6,40,30,23.79
H6,40,31,20.09
H6,40,32,17.13
H6,40,33,14.5
H6,40,34,12.03
H6,40,35,7.12
H6,40,36,5.99
H6,40,37,5.75
H6,40,38,5.14
H6,40,39,4.13
H6,40,41,4.57
H6,40,42,6.45
H6,40,43,10.12
H6,40,44,12.09
H6,40,45,13.18
H6,40,46,16.4
H6,40,47,20.94
H6,40,48,24.2
H6,40,49,31.84
H6,40,50,32.7
H6,40,25A,39.97
H6,40,29A,26.35
H6,40,34A,7.78
H6,40,48A,27.46
H6,40,B3,57.95
H6,41,15,81.62
H6,41,17,73.27
H6,41,18,68.79
H6,41,19,64.47
H6,41,20,61.69
H6,41,21,58.13
H6,41,22,52.21
H6,41,23,50.24
H6,41,24,48.57
H6,41,25,46.89
H6,41,26,44.53
H6,41,27,41.33
H6,41,28,38.92
H6,41,29,35.56
H6,41,30,28.35
H6,41,31,24.65
H6,41,32,21.69
H6,41,33,19.06
H6,41,34,16.59
H6,41,35,11.68
H6,41,36,10.55
H6,41,37,10.31
H6,41,38,9.7
H6,41,39,8.69
H6,41,40,4.57
H6,41,42,1.88
H6,41,43,5.56
H6,41,44,7.52
H6,41,45,8.61
H6,41,46,11.83
H6,41,47,16.37
H6,41,48,19.63
H6,41,49,27.27
H6,41,50,28.13
H6,41,21B,55.14
H6,41,25A,44.53
H6,41,29A,30.91
H6,41,34A,12.34
H6,41,48A,22.89
H6,41,B1,57.52
H6,41,B3,62.51
H6,42,15,83.51
H6,42,17,75.16
H6,42,18,70.68
H6,42,19,66.36
H6,42,20,63.58
H6,42,22,54.1
H6,42,23,52.13
H6,42,24,50.46
H6,42,26,46.42
H6,42,27,43.22
H6,42,28,40.81
H6,42,29,37.45
H6,42,30,30.24
H6,42,31,26.54
H6,42,32,23.58
H6,42,33,20.95
H6,42,34,18.48
H6,42,35,13.57
H6,42,36,12.44
H6,42,37,12.2
H6,42,38,11.59
H6,42,39,10.58
H6,42,40,6.45
H6,42,41,1.88
H6,42,43,3.67
H6,42,44,5.64
H6,42,45,6.73
H6,42,46,9.95
H6,42,47,14.49
H6,42,48,17.75
H6,42,49,25.39
H6,42,50,26.25
H6,42,25A,46.42
H6,42,29A,32.8
H6,42,34A,14.23
H6,42,48A,21.01
H6,42,B1,59.41
H6,42,B3,64.4
H6,43,15,87.18
H6,43,19,70.03
H6,43,23,55.8
H6,43,24,54.13
H6,43,26,50.09
H6,43,27,46.89
H6,43,28,44.48
H6,43,29,41.12
H6,43,31,30.21
H6,43,33,24.62
H6,43,34,22.15
H6,43,35,17.24
H6,43,36,16.11
H6,43,37,15.87
H6,43,38,15.26
H6,43,39,14.25
H6,43,40,10.12
H6,43,41,5.56
H6,43,42,3.67
H6,43,44,1.96
H6,43,45,3.05
H6,43,46,6.27
H6,43,47,10.81
H6,43,48,14.07
H6,43,49,21.71
H6,43,50,22.57
H6,43,25A,50.09
H6,43,34A,17.9
H6,43,48A,17.33
H6,43,B3,68.07
H6,44,15,89.14
H6,44,21,65.65
H6,44,24,56.09
H6,44,27,48.85
H6,44,28,46.44
H6,44,30,35.87
H6,44,31,32.17
H6,44,32,29.21
H6,44,33,26.58
H6,44,34,24.11
H6,44,35,19.2
H6,44,36,18.07
H6,44,37,17.83
H6,44,38,17.22
H6,44,39,16.21
H6,44,40,12.09
H6,44,41,7.52
H6,44,42,5.64
H6,44,43,1.96
H6,44,45,1.09
H6,44,46,4.31
H6,44,47,8.85
H6,44,48,12.11
H6,44,49,19.75
H6,44,50,20.61
H6,44,21B,62.66
H6,44,29A,38.43
H6,44,34A,19.86
H6,44,48A,15.37
H6,44,B3,70.03
H6,45,15,90.23
H6,45,19,73.08
H6,45,20,70.3
H6,45,22,60.82
H6,45,23,58.85
H6,45,24,57.18
H6,45,25,55.5
H6,45,27,49.94
H6,45,28,47.53
H6,45,29,44.17
H6,45,30,36.96
H6,45,31,33.26
H6,45,32,30.3
H6,45,33,27.67
H6,45,34,25.2
H6,45,35,20.29
H6,45,36,19.16
H6,45,37,18.92
H6,45,38,18.31
H6,45,39,17.3
H6,45,40,13.18
H6,45,41,8.61
H6,45,42,6.73
H6,45,43,3.05
H6,45,44,1.09
H6,45,46,3.22
H6,45,47,7.76
H6,45,48,11.02
H6,45,49,18.66
H6,45,50,19.52
H6,45,25A,53.14
H6,45,34A,20.95
H6,45,48A,14.28
H6,45,B3,71.12
H6,46,15,93.45
H6,46,17,85.1
H6,46,18,80.62
H6,46,19,76.3
H6,46,20,73.52
H6,46,21,69.96
H6,46,23,62.07
H6,46,24,60.4
H6,46,25,58.72
H6,46,26,56.36
H6,46,27,53.16
H6,46,28,50.75
H6,46,29,47.39
H6,46,30,40.18
H6,46,31,36.48
H6,46,32,33.52
H6,46,33,30.89
H6,46,34,28.42
H6,46,35,23.51
H6,46,36,22.38
H6,46,37,22.14
H6,46,38,21.53
H6,46,39,20.52
H6,46,40,16.4
H6,46,41,11.83
H6,46,42,9.95
H6,46,43,6.27
H6,46,44,4.31
H6,46,45,3.22
H6,46,47,4.54
H6,46,48,7.8
H6,46,49,15.44
H6,46,50,16.3
H6,46,21B,66.97
H6,46,25A,56.36
H6,46,29A,42.74
H6,46,34A,24.17
H6,46,48A,11.06
H6,46,B3,74.34
H6,47,17,89.64
H6,47,18,85.16
H6,47,19,80.84
H6,47,21,74.5
H6,47,22,68.58
H6,47,23,66.61
H6,47,24,64.94
H6,47,26,60.9
H6,47,27,57.7
H6,47,28,55.29
H6,47,29,51.93
H6,47,30,44.72
H6,47,31,41.02
H6,47,32,38.06
H6,47,33,35.43
H6,47,34,32.96
H6,47,35,28.05
H6,47,36,26.92
H6,47,38,26.07
H6,47,39,25.06
H6,47,40,20.94
H6,47,41,16.37
H6,47,42,14.49
H6,47,43,10.81
H6,47,44,8.85
H6,47,45,7.76
H6,47,46,4.54
H6,47,48,3.26
H6,47,49,10.9
H6,47,50,11.76
H6,47,25A,60.9
H6,47,34A,28.71
H6,47,48A,6.52
H6,47,B3,78.88
H6,48,18,88.42
H6,48,22,71.84
H6,48,23,69.87
H6,48,24,68.2
H6,48,26,64.16
H6,48,27,60.96
H6,48,28,58.55
H6,48,29,55.19
H6,48,30,47.98
H6,48,31,44.28
H6,48,32,41.32
H6,48,33,38.69
H6,48,35,31.31
H6,48,36,30.18
H6,48,37,29.94
H6,48,38,29.33
H6,48,39,28.32
H6,48,40,24.2
H6,48,41,19.63
H6,48,42,17.75
H6,48,43,14.07
H6,48,44,12.11
H6,48,45,11.02
H6,48,46,7.8
H6,48,47,3.26
H6,48,49,7.64
H6,48,50,8.5
H6,48,34A,31.97
H6,48,48A,3.26
H6,48,B3,82.14
H6,49,15,108.89
H6,49,17,100.54
H6,49,23,77.51
H6,49,24,75.84
H6,49,25,74.16
H6,49,26,71.8
H6,49,27,68.6
H6,49,28,66.19
H6,49,29,62.83
H6,49,31,51.92
H6,49,33,46.33
H6,49,34,43.86
H6,49,35,38.95
H6,49,36,37.82
H6,49,37,37.58
H6,49,38,36.97
H6,49,39,35.96
H6,49,40,31.84
H6,49,41,27.27
H6,49,42,25.39
H6,49,43,21.71
H6,49,44,19.75
H6,49,45,18.66
H6,49,46,15.44
H6,49,47,10.9
H6,49,48,7.64
H6,49,50,0.86
H6,49,25A,71.8
H6,49,34A,39.61
H6,49,48A,4.38
H6,49,B3,89.78
H6,50,15,109.75
H6,50,17,101.4
H6,50,18,96.92
H6,50,19,92.6
H6,50,20,89.82
H6,50,21,86.26
H6,50,22,80.34
H6,50,23,78.37
H6,50,24,76.7
H6,50,25,75.02
H6,50,26,72.66
H6,50,27,69.46
H6,50,28,67.05
H6,50,29,63.69
H6,50,30,56.48
H6,50,31,52.78
H6,50,32,49.82
H6,50,33,47.19
H6,50,34,44.72
H6,50,35,39.81
H6,50,36,38.68
H6,50,37,38.44
H6,50,38,37.83
H6,50,39,36.82
H6,50,40,32.7
H6,50,41,28.13
H6,50,42,26.25
H6,50,43,22.57
H6,50,44,20.61
H6,50,45,19.52
H6,50,46,16.3
H6,50,47,11.76
H6,50,48,8.5
H6,50,49,0.86
H6,50,21B,83.27
H6,50,25A,72.66
H6,50,29A,59.04
H6,50,34A,40.47
H6,50,48A,5.24
H6,50,B1,85.65
H6,50,B3,90.64
H6,55,56,0.84
H6,55,57,1.9
H6,55,58,7.34
H6,55,59,10.77
H6,55,60,15.63
H6,55,61,18.73
H6,55,57A,4.34
H6,56,55,0.84
H6,56,57,1.06
H6,56,58,6.5
H6,56,59,9.93
H6,56,60,14.79
H6,56,61,17.89
H6,56,57A,3.5
H6,57,55,1.9
H6,57,56,1.06
H6,57,58,5.44
H6,57,59,8.87
H6,57,60,13.73
H6,57,61,16.83
H6,57,57A,2.43
H6,58,55,7.34
H6,58,56,6.5
H6,58,57,5.44
H6,58,59,3.43
H6,58,60,8.29
H6,58,61,11.39
H6,58,57A,3
H6,59,55,10.77
H6,59,56,9.93
H6,59,57,8.87
H6,59,58,3.43
H6,59,60,4.86
H6,59,61,7.96
H6,59,57A,6.44
H6,60,55,15.63
H6,60,56,14.79
H6,60,57,13.73
H6,60,58,8.29
H6,60,59,4.86
H6,60,61,3.1
H6,60,57A,11.3
H6,61,55,18.73
H6,61,56,17.89
H6,61,57,16.83
H6,61,58,11.39
H6,61,59,7.96
H6,61,60,3.1
H6,61,57A,14.39
H6,21B,15,26.49
H6,21B,17,18.14
H6,21B,18,13.66
H6,21B,19,9.33
H6,21B,20,6.55
H6,21B,21,3
H6,21B,22,2.93
H6,21B,23,4.9
H6,21B,24,6.57
H6,21B,25,8.25
H6,21B,26,10.61
H6,21B,27,13.81
H6,21B,28,16.23
H6,21B,29,19.58
H6,21B,30,26.79
H6,21B,35,43.46
H6,21B,40,50.58
H6,21B,41,55.14
H6,21B,43,60.7
H6,21B,46,66.97
H6,21B,50,83.27
H6,21B,16H,22.33
H6,21B,25A,6.57
H6,21B,29A,24.23
H6,21B,34A,42.8
H6,21B,B1,7.5
H6,21B,B2,9.89
H6,21B,B3,12.48
H6,25A,15,33.05
H6,25A,17,24.7
H6,25A,18,20.22
H6,25A,19,15.9
H6,25A,20,13.12
H6,25A,21,9.56
H6,25A,22,3.64
H6,25A,23,1.67
H6,25A,24,0
H6,25A,25,0
H6,25A,26,0
H6,25A,27,3.2
H6,25A,28,5.62
H6,25A,29,8.97
H6,25A,30,16.18
H6,25A,31,19.88
H6,25A,32,22.84
H6,25A,33,25.47
H6,25A,34,27.95
H6,25A,35,32.85
H6,25A,36,33.98
H6,25A,39,35.84
H6,25A,40,39.97
H6,25A,41,44.53
H6,25A,42,46.42
H6,25A,43,50.09
H6,25A,45,53.14
H6,25A,46,56.36
H6,25A,48,64.16
H6,25A,50,72.66
H6,25A,16H,28.9
H6,25A,21B,6.57
H6,25A,29A,13.62
H6,25A,34A,32.19
H6,25A,48A,67.42
H6,25A,B1,8.95
H6,25A,B2,11.35
H6,25A,B3,13.94
H6,29A,15,50.71
H6,29A,17,42.36
H6,29A,19,33.56
H6,29A,20,30.78
H6,29A,21,27.22
H6,29A,22,21.3
H6,29A,23,19.33
H6,29A,24,17.66
H6,29A,25,15.98
H6,29A,26,13.62
H6,29A,27,10.42
H6,29A,28,8.01
H6,29A,29,4.65
H6,29A,30,2.56
H6,29A,31,6.26
H6,29A,32,9.22
H6,29A,34,14.32
H6,29A,37,20.6
H6,29A,38,21.21
H6,29A,39,22.22
H6,29A,40,26.35
H6,29A,41,30.91
H6,29A,42,32.8
H6,29A,43,36.47
H6,29A,44,38.43
H6,29A,46,42.74
H6,29A,50,59.04
